     Scat angle      F11             F12            F22           F33             F43            F44
   0.162000E+03   0.127505E+01  -0.646319E-01   0.127231E+01  -0.127067E+01   0.495742E-05  -0.126810E+01
   0.163000E+03   0.128105E+01  -0.578257E-01   0.127831E+01  -0.127700E+01   0.443956E-05  -0.127442E+01
   0.164000E+03   0.128674E+01  -0.513697E-01   0.128400E+01  -0.128298E+01   0.394743E-05  -0.128038E+01
   0.165000E+03   0.129212E+01  -0.452706E-01   0.128939E+01  -0.128859E+01   0.348169E-05  -0.128598E+01
   0.166000E+03   0.129718E+01  -0.395349E-01   0.129445E+01  -0.129385E+01   0.304296E-05  -0.129122E+01
   0.167000E+03   0.130192E+01  -0.341685E-01   0.129919E+01  -0.129874E+01   0.263185E-05  -0.129610E+01
   0.168000E+03   0.130633E+01  -0.291770E-01   0.130360E+01  -0.130328E+01   0.224890E-05  -0.130062E+01
   0.169000E+03   0.131041E+01  -0.245656E-01   0.130768E+01  -0.130745E+01   0.189465E-05  -0.130478E+01
   0.170000E+03   0.131414E+01  -0.203389E-01   0.131142E+01  -0.131126E+01   0.156956E-05  -0.130858E+01
   0.171000E+03   0.131754E+01  -0.165016E-01   0.131481E+01  -0.131471E+01   0.127409E-05  -0.131202E+01
   0.172000E+03   0.132059E+01  -0.130574E-01   0.131786E+01  -0.131780E+01   0.100863E-05  -0.131510E+01
   0.173000E+03   0.132328E+01  -0.100100E-01   0.132056E+01  -0.132052E+01   0.773551E-06  -0.131782E+01
   0.174000E+03   0.132563E+01  -0.736253E-02   0.132290E+01  -0.132288E+01   0.569162E-06  -0.132018E+01
   0.175000E+03   0.132762E+01  -0.511771E-02   0.132489E+01  -0.132488E+01   0.395745E-06  -0.132217E+01
   0.176000E+03   0.132925E+01  -0.327787E-02   0.132652E+01  -0.132652E+01   0.253535E-06  -0.132380E+01
   0.176250E+03   0.132960E+01  -0.288142E-02   0.132687E+01  -0.132687E+01   0.222883E-06  -0.132415E+01
   0.176500E+03   0.132993E+01  -0.251043E-02   0.132720E+01  -0.132720E+01   0.194196E-06  -0.132448E+01
   0.176750E+03   0.133023E+01  -0.216492E-02   0.132751E+01  -0.132751E+01   0.167476E-06  -0.132479E+01
   0.177000E+03   0.133052E+01  -0.184491E-02   0.132779E+01  -0.132779E+01   0.142727E-06  -0.132507E+01
   0.177250E+03   0.133078E+01  -0.155043E-02   0.132805E+01  -0.132805E+01   0.119950E-06  -0.132533E+01
   0.177500E+03   0.133101E+01  -0.128149E-02   0.132829E+01  -0.132829E+01   0.991468E-07  -0.132557E+01
   0.177750E+03   0.133123E+01  -0.103812E-02   0.132851E+01  -0.132851E+01   0.803197E-07  -0.132578E+01
   0.178000E+03   0.133142E+01  -0.820315E-03   0.132870E+01  -0.132870E+01   0.634702E-07  -0.132598E+01
   0.178250E+03   0.133159E+01  -0.628104E-03   0.132887E+01  -0.132887E+01   0.485995E-07  -0.132615E+01
   0.178500E+03   0.133174E+01  -0.461497E-03   0.132902E+01  -0.132902E+01   0.357090E-07  -0.132629E+01
   0.178750E+03   0.133187E+01  -0.320503E-03   0.132914E+01  -0.132914E+01   0.247999E-07  -0.132642E+01
   0.179000E+03   0.133197E+01  -0.205132E-03   0.132924E+01  -0.132924E+01   0.158729E-07  -0.132652E+01
   0.179250E+03   0.133205E+01  -0.115391E-03   0.132932E+01  -0.132932E+01   0.892897E-08  -0.132660E+01
   0.179500E+03   0.133211E+01  -0.512862E-04   0.132938E+01  -0.132938E+01   0.396857E-08  -0.132666E+01
   0.179750E+03   0.133214E+01  -0.128218E-04   0.132941E+01  -0.132941E+01   0.992164E-09  -0.132669E+01
   0.180000E+03   0.133215E+01   0.000000E+00   0.132943E+01  -0.132943E+01   0.000000E+00  -0.132670E+01
